step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
268,11.864729,yeah,yeah,1.115,2460.702,2435.305,352.0,0.0,-244.95520000000002
269,11.898138,yeah,yeah,1.111,2475.085,2447.83,354.0,0.0,-246.39750000000004
270,11.924105,yeah,yeah,1.11,2481.271,2462.814,356.0,0.0,-247.01710000000003
271,11.984743,yeah,yeah,1.108,2528.187,2473.829,357.0,0.0,-251.7107
272,12.036593,yeah,yeah,1.107,2561.226,2499.509,360.0,0.0,-255.01560000000003
273,12.070653,yeah,yeah,1.112,2535.243,2516.903,363.0,0.0,-252.41230000000002
274,12.107665,yeah,yeah,1.122,2522.54,2516.016,365.0,0.0,-251.132
275,12.155467,yeah,yeah,1.116,2570.218,2522.791,366.0,0.0,-255.90579999999997
276,12.202938,yeah,yeah,1.112,2559.173,2539.039,368.0,0.0,-254.8053
277,12.243013,yeah,yeah,1.123,2566.431,2550.619,372.0,0.0,-255.5201
278,12.272931,yeah,yeah,1.118,2588.436,2562.117,374.0,0.0,-257.72560000000004
279,12.330385,yeah,yeah,1.119,2636.577,2574.306,375.0,0.0,-262.5387
280,12.355421,yeah,yeah,1.132,2591.115,2581.323,378.0,0.0,-257.9795
281,12.386139,yeah,yeah,1.119,2621.659,2591.245,380.0,0.0,-261.0469
282,12.443427,yeah,yeah,1.119,2658.737,2608.296,381.0,0.0,-264.7547
283,12.493507,yeah,yeah,1.115,2691.208,2631.536,383.0,0.0,-268.0058
284,12.524985,yeah,yeah,1.105,2681.871,2662.822,386.0,0.0,-267.0821
285,12.574708,yeah,yeah,1.11,2731.405,2671.394,386.0,0.0,-272.0305
286,12.619414,yeah,yeah,1.114,2716.185,2684.446,388.0,0.0,-270.5045
287,12.64787,yeah,yeah,1.106,2724.139,2699.383,390.0,0.0,-271.3079
288,12.730779,yeah,yeah,1.124,2744.976,2708.291,393.0,0.0,-273.3736
289,12.784592,yeah,yeah,1.112,2789.523,2734.802,396.0,0.0,-277.8403
290,12.813853,yeah,yeah,1.114,2730.591,2752.837,399.0,0.0,-271.9451
291,12.844138,yeah,yeah,1.124,2739.798,2749.601,401.0,0.0,-272.8558
292,12.874078,yeah,yeah,1.125,2769.359,2753.136,403.0,0.0,-275.8109
293,12.930513,yeah,yeah,1.133,2805.515,2759.471,404.0,0.0,-279.4185
294,12.964341,yeah,yeah,1.113,2788.046,2773.224,405.0,0.0,-277.6916
295,12.98774,yeah,yeah,1.128,2800.796,2781.169,408.0,0.0,-278.9516
296,13.014725,yeah,yeah,1.123,2808.53,2787.29,409.0,0.0,-279.73
297,13.045021,yeah,yeah,1.122,2791.417,2792.266,411.0,0.0,-278.0197
298,13.076546,yeah,yeah,1.137,2821.699,2796.873,412.0,0.0,-281.03290000000004
299,13.140388,yeah,yeah,1.133,2862.796,2807.832,414.0,0.0,-285.14660000000003
300,13.21162,yeah,yeah,1.121,2916.767,2833.075,417.0,0.0,-290.5557
301,13.243866,yeah,yeah,1.106,2927.328,2854.473,418.0,0.0,-291.6268
302,13.296429,yeah,yeah,1.103,2951.541,2878.038,420.0,0.0,-294.0511
303,13.339255,yeah,yeah,1.103,2974.675,2906.828,423.0,0.0,-296.3645
304,13.41333,yeah,yeah,1.116,2986.232,2919.278,425.0,0.0,-297.5072
305,13.476191,yeah,yeah,1.1,2989.201,2949.42,428.0,0.0,-297.82009999999997
306,13.54095,yeah,yeah,1.101,3053.997,2967.727,431.0,0.0,-304.2987
